0
0
1198
0	-54
1	0
2	0
3	-52
4	0
5	0
6	-59
7	0
8	0
9	-59
10	0
11	0
12	-61
13	0
14	0
15	-62
16	0
17	0
18	-54
19	0
20	0
21	-22
22	0
23	0
24	-7
25	0
26	0
27	24
28	0
29	0
30	26
31	0
32	0
33	23
34	0
35	0
36	2
37	0
38	0
39	23
40	0
41	0
42	46
43	0
44	0
45	65
46	0
47	0
48	37
49	0
50	0
51	65
52	0
53	0
54	74
55	0
56	0
57	105
58	0
59	0
60	86
61	0
62	0
63	81
64	0
65	0
66	55
67	0
68	0
69	10
70	0
71	0
72	-20
73	0
74	0
75	-54
76	0
77	0
78	-60
79	0
80	0
81	-61
82	0
83	0
84	-59
85	0
86	0
87	-61
88	0
89	0
90	-74
91	0
92	0
93	-81
94	0
95	0
96	-81
97	0
98	0
99	-80
100	0
101	0
102	-88
103	0
104	0
105	-94
106	0
107	0
108	-87
109	0
110	0
111	-101
112	0
113	0
114	-166
115	0
116	0
117	-163
118	0
119	0
120	-65
121	0
122	0
123	199
124	0
125	0
126	557
127	0
128	0
129	1071
130	0
131	0
132	1229
133	0
134	0
135	1295
136	0
137	0
138	861
139	0
140	0
141	749
142	0
143	0
144	350
145	0
146	0
147	103
148	0
149	0
150	-44
151	0
152	0
153	-48
154	0
155	0
156	-13
157	0
158	0
159	-7
160	0
161	0
162	-9
163	0
164	0
165	-32
166	0
167	0
168	-26
169	0
170	0
171	-18
172	0
173	0
174	-25
175	0
176	0
177	-31
178	0
179	0
180	-25
181	0
182	0
183	-22
184	0
185	0
186	-12
187	0
188	0
189	-5
190	0
191	0
192	2
193	0
194	0
195	15
196	0
197	0
198	33
199	0
200	0
201	27
202	0
203	0
204	34
205	0
206	0
207	47
208	0
209	0
210	62
211	0
212	0
213	63
214	0
215	0
216	78
217	0
218	0
219	87
220	0
221	0
222	98
223	0
224	0
225	106
226	0
227	0
228	117
229	0
230	0
231	144
232	0
233	0
234	157
235	0
236	0
237	175
238	0
239	0
240	191
241	0
242	0
243	212
244	0
245	0
246	225
247	0
248	0
249	254
250	0
251	0
252	277
253	0
254	0
255	316
256	0
257	0
258	352
259	0
260	0
261	389
262	0
263	0
264	418
265	0
266	0
267	448
268	0
269	0
270	488
271	0
272	0
273	531
274	0
275	0
276	560
277	0
278	0
279	591
280	0
281	0
282	617
283	0
284	0
285	642
286	0
287	0
288	656
289	0
290	0
291	668
292	0
293	0
294	677
295	0
296	0
297	663
298	0
299	0
300	638
301	0
302	0
303	591
304	0
305	0
306	529
307	0
308	0
309	461
310	0
311	0
312	401
313	0
314	0
315	332
316	0
317	0
318	264
319	0
320	0
321	199
322	0
323	0
324	155
325	0
326	0
327	106
328	0
329	0
330	70
331	0
332	0
333	38
334	0
335	0
336	22
337	0
338	0
339	1
340	0
341	0
342	-8
343	0
344	0
345	-20
346	0
347	0
348	-29
349	0
350	0
351	-34
352	0
353	0
354	-38
355	0
356	0
357	-39
358	0
359	0
360	-33
361	0
362	0
363	-37
364	0
365	0
366	-39
367	0
368	0
369	-40
370	0
371	0
372	-37
373	0
374	0
375	-45
376	0
377	0
378	-38
379	0
380	0
381	-41
382	0
383	0
384	-29
385	0
386	0
387	-29
388	0
389	0
390	-37
391	0
392	0
393	-40
394	0
395	0
396	-45
397	0
398	0
399	-33
400	0
401	0
402	-40
403	0
404	0
405	-30
406	0
407	0
408	-25
409	0
410	0
411	-33
412	0
413	0
414	-34
415	0
416	0
417	-36
418	0
419	0
420	-34
421	0
422	0
423	-31
424	0
425	0
426	-26
427	0
428	0
429	-29
430	0
431	0
432	-33
433	0
434	0
435	-33
436	0
437	0
438	-32
439	0
440	0
441	-40
442	0
443	0
444	-37
445	0
446	0
447	-38
448	0
449	0
450	-41
451	0
452	0
453	-54
454	0
455	0
456	-43
457	0
458	0
459	-47
460	0
461	0
462	-47
463	0
464	0
465	-49
466	0
467	0
468	-49
469	0
470	0
471	-40
472	0
473	0
474	-44
475	0
476	0
477	-40
478	0
479	0
480	-45
481	0
482	0
483	-33
484	0
485	0
486	-45
487	0
488	0
489	-46
490	0
491	0
492	-53
493	0
494	0
495	-47
496	0
497	0
498	-46
499	0
500	0
501	-48
502	0
503	0
504	-47
505	0
506	0
507	-47
508	0
509	0
510	-48
511	0
512	0
513	-59
514	0
515	0
516	-56
517	0
518	0
519	-52
520	0
521	0
522	-55
523	0
524	0
525	-45
526	0
527	0
528	-53
529	0
530	0
531	-53
532	0
533	0
534	-54
535	0
536	0
537	-65
538	0
539	0
540	-55
541	0
542	0
543	-61
544	0
545	0
546	-56
547	0
548	0
549	-54
550	0
551	0
552	-54
553	0
554	0
555	-53
556	0
557	0
558	-60
559	0
560	0
561	-54
562	0
563	0
564	-60
565	0
566	0
567	-53
568	0
569	0
570	-53
571	0
572	0
573	-60
574	0
575	0
576	-61
577	0
578	0
579	-62
580	0
581	0
582	-61
583	0
584	0
585	-53
586	0
587	0
588	-66
589	0
590	0
591	-57
592	0
593	0
594	-53
595	0
596	0
597	-61
598	0
599	0
600	-62
601	0
602	0
603	-61
604	0
605	0
606	-54
607	0
608	0
609	-64
610	0
611	0
612	-67
613	0
614	0
615	-76
616	0
617	0
618	-73
619	0
620	0
621	-67
622	0
623	0
624	-70
625	0
626	0
627	-65
628	0
629	0
630	-63
631	0
632	0
633	-66
634	0
635	0
636	-64
637	0
638	0
639	-67
640	0
641	0
642	-54
643	0
644	0
645	-40
646	0
647	0
648	-18
649	0
650	0
651	17
652	0
653	0
654	16
655	0
656	0
657	16
658	0
659	0
660	-5
661	0
662	0
663	5
664	0
665	0
666	47
667	0
668	0
669	60
670	0
671	0
672	33
673	0
674	0
675	53
676	0
677	0
678	72
679	0
680	0
681	100
682	0
683	0
684	82
685	0
686	0
687	66
688	0
689	0
690	60
691	0
692	0
693	14
694	0
695	0
696	-25
697	0
698	0
699	-55
700	0
701	0
702	-68
703	0
704	0
705	-70
706	0
707	0
708	-84
709	0
710	0
711	-85
712	0
713	0
714	-87
715	0
716	0
717	-89
718	0
719	0
720	-94
721	0
722	0
723	-94
724	0
725	0
726	-96
727	0
728	0
729	-99
730	0
731	0
732	-92
733	0
734	0
735	-114
736	0
737	0
738	-185
739	0
740	0
741	-183
742	0
743	0
744	-95
745	0
746	0
747	194
748	0
749	0
750	584
751	0
752	0
753	1132
754	0
755	0
756	1268
757	0
758	0
759	1328
760	0
761	0
762	887
763	0
764	0
765	724
766	0
767	0
768	343
769	0
770	0
771	122
772	0
773	0
774	-36
775	0
776	0
777	-52
778	0
779	0
780	-7
781	0
782	0
783	-6
784	0
785	0
786	-21
787	0
788	0
789	-14
790	0
791	0
792	-33
793	0
794	0
795	-25
796	0
797	0
798	-21
799	0
800	0
801	-29
802	0
803	0
804	-12
805	0
806	0
807	-6
808	0
809	0
810	-5
811	0
812	0
813	15
814	0
815	0
816	2
817	0
818	0
819	8
820	0
821	0
822	16
823	0
824	0
825	21
826	0
827	0
828	29
829	0
830	0
831	29
832	0
833	0
834	49
835	0
836	0
837	55
838	0
839	0
840	53
841	0
842	0
843	68
844	0
845	0
846	78
847	0
848	0
849	93
850	0
851	0
852	102
853	0
854	0
855	119
856	0
857	0
858	130
859	0
860	0
861	147
862	0
863	0
864	161
865	0
866	0
867	187
868	0
869	0
870	209
871	0
872	0
873	231
874	0
875	0
876	255
877	0
878	0
879	292
880	0
881	0
882	310
883	0
884	0
885	346
886	0
887	0
888	382
889	0
890	0
891	430
892	0
893	0
894	458
895	0
896	0
897	492
898	0
899	0
900	533
901	0
902	0
903	550
904	0
905	0
906	589
907	0
908	0
909	602
910	0
911	0
912	634
913	0
914	0
915	644
916	0
917	0
918	638
919	0
920	0
921	623
922	0
923	0
924	610
925	0
926	0
927	567
928	0
929	0
930	530
931	0
932	0
933	468
934	0
935	0
936	397
937	0
938	0
939	326
940	0
941	0
942	263
943	0
944	0
945	184
946	0
947	0
948	140
949	0
950	0
951	83
952	0
953	0
954	56
955	0
956	0
957	35
958	0
959	0
960	11
961	0
962	0
963	-15
964	0
965	0
966	-20
967	0
968	0
969	-17
970	0
971	0
972	-20
973	0
974	0
975	-24
976	0
977	0
978	-35
979	0
980	0
981	-27
982	0
983	0
984	-35
985	0
986	0
987	-47
988	0
989	0
990	-22
991	0
992	0
993	-25
994	0
995	0
996	-40
997	0
998	0
999	-35
1000	0
1001	0
1002	-33
1003	0
1004	0
1005	-33
1006	0
1007	0
1008	-40
1009	0
1010	0
1011	-30
1012	0
1013	0
1014	-31
1015	0
1016	0
1017	-45
1018	0
1019	0
1020	-47
1021	0
1022	0
1023	-42
1024	0
1025	0
1026	-51
1027	0
1028	0
1029	-47
1030	0
1031	0
1032	-51
1033	0
1034	0
1035	-49
1036	0
1037	0
1038	-42
1039	0
1040	0
1041	-68
1042	0
1043	0
1044	-32
1045	0
1046	0
1047	-50
1048	0
1049	0
1050	-34
1051	0
1052	0
1053	-53
1054	0
1055	0
1056	-64
1057	0
1058	0
1059	-59
1060	0
1061	0
1062	-60
1063	0
1064	0
1065	-52
1066	0
1067	0
1068	-61
1069	0
1070	0
1071	-49
1072	0
1073	0
1074	-51
1075	0
1076	0
1077	-76
1078	0
1079	0
1080	-60
1081	0
1082	0
1083	-58
1084	0
1085	0
1086	-53
1087	0
1088	0
1089	-73
1090	0
1091	0
1092	-68
1093	0
1094	0
1095	-66
1096	0
1097	0
1098	-73
1099	0
1100	0
1101	-63
1102	0
1103	0
1104	-68
1105	0
1106	0
1107	-66
1108	0
1109	0
1110	-81
1111	0
1112	0
1113	-72
1114	0
1115	0
1116	-84
1117	0
1118	0
1119	-86
1120	0
1121	0
1122	-78
1123	0
1124	0
1125	-69
1126	0
1127	0
1128	-84
1129	0
1130	0
1131	-77
1132	0
1133	0
1134	-84
1135	0
1136	0
1137	-79
1138	0
1139	0
1140	-76
1141	0
1142	0
1143	-77
1144	0
1145	0
1146	-78
1147	0
1148	0
1149	-90
1150	0
1151	0
1152	-85
1153	0
1154	0
1155	-73
1156	0
1157	0
1158	-78
1159	0
1160	0
1161	-79
1162	0
1163	0
1164	-65
1165	0
1166	0
1167	-81
1168	0
1169	0
1170	-101
1171	0
1172	0
1173	-81
1174	0
1175	0
1176	-87
1177	0
1178	0
1179	-95
1180	0
1181	0
1182	-81
1183	0
1184	0
1185	-79
1186	0
1187	0
1188	-82
1189	0
1190	0
1191	-87
1192	0
1193	0
1194	-95
1195	0
1196	0
1197	-79
